city,state,area,time,number,lat,lon,score
Apopka,Florida,0,0,0,0,0,1
Stillwater,Oklahoma,0,0,0,0,0,1
Middletown,Connecticut,0,0,0,0,0,1
Hattiesburg,Mississippi,0,0,0,0,0,1
Roswell,New Mexico,0,0,0,0,0,1
Summerville,South Carolina,0,0,0,0,0,1
Mentor,Ohio,0,0,0,0,0,1
Palm Springs,California,0,0,0,0,0,1
Roseville,Michigan,0,0,0,0,0,1
Bonita Springs,Florida,0,0,0,0,0,1
Mansfield,Ohio,0,0,0,0,0,1
Collierville,Tennessee,0,0,0,0,0,1
East Providence,Rhode Island,0,0,0,0,0,1
Mishawaka,Indiana,0,0,0,0,0,1
Texas City,Texas,0,0,0,0,0,1
Salina,Kansas,0,0,0,0,0,1
Portage,Michigan,0,0,0,0,0,1
San Jacinto,California,0,0,0,0,0,1
Madison,Alabama,0,0,0,0,0,1
Jeffersonville,Indiana,0,0,0,0,0,1
Sheboygan,Wisconsin,0,0,0,0,0,1
Warren,Ohio,0,0,0,0,0,1
Middletown,Ohio,0,0,0,0,0,1
Cedar Hill,Texas,0,0,0,0,0,1
Azusa,California,0,0,0,0,0,1
Ceres,California,0,0,0,0,0,1
Huntington,West Virginia,0,0,0,0,0,1
Murray,Utah,0,0,0,0,0,1
Twin Falls,Idaho,0,0,0,0,0,1
Davie,Florida,0,0,0,26.0764783,-80.2521157,1
Lancaster,Ohio,0,0,0,0,0,1
San Luis Obispo,California,0,0,0,0,0,1
Rancho Santa Margarita,California,0,0,0,0,0,1
Lincoln Park,Michigan,0,0,0,0,0,1
Doral,Florida,0,0,0,0,0,1
Ankeny,Iowa,0,0,0,0,0,1
Euless,Texas,0,0,0,0,0,1
Blue Springs,Missouri,0,0,0,0,0,1
Cathedral City,California,0,0,0,0,0,1
Hoboken,New Jersey,0,0,0,0,0,1
Watsonville,California,0,0,0,0,0,1
Lake Havasu City,Arizona,0,0,0,0,0,1
Yucaipa,California,0,0,0,0,0,1
Pensacola,Florida,0,0,0,0,0,1
Kingsport,Tennessee,0,0,0,0,0,1
Richland,Washington,0,0,0,0,0,1
Bradenton,Florida,0,0,0,0,0,1
Delano,California,0,0,0,0,0,1
West New York,New Jersey,0,0,0,0,0,1
Gilroy,California,0,0,0,0,0,1
Harrisonburg,Virginia,0,0,0,0,0,1
Bellevue,Nebraska,0,0,0,0,0,1
Lincoln,California,0,0,0,0,0,1
Atlantic City,New Jersey,0,0,0,0,0,1
Euclid,Ohio,0,0,0,0,0,1
Highland,California,0,0,0,0,0,1
Perth Amboy,New Jersey,0,0,0,0,0,1
Sarasota,Florida,0,0,0,0,0,1
Decatur,Alabama,0,0,0,0,0,1
Hempstead,New York,0,0,0,0,0,1
Anderson,Indiana,0,0,0,0,0,1
Paramount,California,0,0,0,0,0,1
Shoreline,Washington,0,0,0,0,0,1
Hendersonville,Tennessee,0,0,0,0,0,1
Hanford,California,0,0,0,0,0,1
Novato,California,0,0,0,0,0,1
Smyrna,Georgia,0,0,0,0,0,1
Corvallis,Oregon,0,0,0,0,0,1
Mount Prospect,Illinois,0,0,0,0,0,1
Rosemead,California,0,0,0,0,0,1
West Haven,Connecticut,0,0,0,0,0,1
Dublin,California,0,0,0,0,0,1
Cerritos,California,0,0,0,0,0,1
Revere,Massachusetts,0,0,0,0,0,1
Peabody,Massachusetts,0,0,0,0,0,1
Marlborough,Massachusetts,0,0,0,0,0,1
Pflugerville,Texas,0,0,0,0,0,1
Greenwood,Indiana,0,0,0,0,0,1
Pocatello,Idaho,0,0,0,0,0,1
Hoffman Estates,Illinois,0,0,0,0,0,1
Addison,Illinois,0,0,0,0,0,1
Wilson,North Carolina,0,0,0,0,0,1
Plainfield,New Jersey,0,0,0,0,0,1
Pinellas Park,Florida,0,0,0,0,0,1
Lakewood,Ohio,0,0,0,0,0,1
Grapevine,Texas,0,0,0,0,0,1
Tigard,Oregon,0,0,0,0,0,1
Kentwood,Michigan,0,0,0,0,0,1
Apple Valley,Minnesota,0,0,0,0,0,1
Charleston,West Virginia,0,0,0,0,0,1
Aliso Viejo,California,0,0,0,0,0,1
Caldwell,Idaho,0,0,0,0,0,1
Burien,Washington,0,0,0,0,0,1
Port Arthur,Texas,0,0,0,0,0,1
Troy,New York,0,0,0,0,0,1
Parker,Colorado,0,0,0,0,0,1
Poway,California,0,0,0,0,0,1
Commerce City,Colorado,0,0,0,0,0,1
Downers Grove,Illinois,0,0,0,0,0,1
Galveston,Texas,0,0,0,0,0,1
Monroe,Louisiana,0,0,0,0,0,1
Edina,Minnesota,0,0,0,0,0,1
Leesburg,Virginia,0,0,0,0,0,1
La Mirada,California,0,0,0,0,0,1
Lenexa,Kansas,0,0,0,0,0,1
West Sacramento,California,0,0,0,0,0,1
Florissant,Missouri,0,0,0,0,0,1
Brookhaven,Georgia,0,0,0,0,0,1
Oak Park,Illinois,0,0,0,0,0,1
Albany,Oregon,0,0,0,0,0,1
DeSoto,Texas,0,0,0,0,0,1
Palm Beach Gardens,Florida,0,0,0,0,0,1
Milford,Connecticut,0,0,0,0,0,1
Colton,California,0,0,0,0,0,1
Placentia,California,0,0,0,0,0,1
Saginaw,Michigan,0,0,0,0,0,1
Altoona,Pennsylvania,0,0,0,0,0,1
Battle Creek,Michigan,0,0,0,0,0,1
Grand Island,Nebraska,0,0,0,0,0,1
Huntersville,North Carolina,0,0,0,0,0,1
Minnetonka,Minnesota,0,0,0,0,0,1
Casa Grande,Arizona,0,0,0,0,0,1
Glendora,California,0,0,0,0,0,1
Elkhart,Indiana,0,0,0,0,0,1
Enid,Oklahoma,0,0,0,0,0,1
Joplin,Missouri,0,0,0,0,0,1
Sammamish,Washington,0,0,0,0,0,1
Southaven,Mississippi,0,0,0,0,0,1
Coral Gables,Florida,0,0,0,0,0,1
Palm Desert,California,0,0,0,0,0,1
Charlottesville,Virginia,0,0,0,0,0,1
Martinez,California,0,0,0,0,0,1
Lacey,Washington,0,0,0,0,0,1
Burleson,Texas,0,0,0,0,0,1
Burlington,North Carolina,0,0,0,0,0,1
Shakopee,Minnesota,0,0,0,0,0,1
Hickory,North Carolina,0,0,0,0,0,1
Biloxi,Mississippi,0,0,0,0,0,1
Plainfield,Illinois,0,0,0,0,0,1
Buffalo Grove,Illinois,0,0,0,0,0,1
Bozeman,Montana,0,0,0,0,0,1
Duncanville,Texas,0,0,0,0,0,1
Linden,New Jersey,0,0,0,0,0,1
Calexico,California,0,0,0,0,0,1
Moorhead,Minnesota,0,0,0,0,0,1
Clovis,New Mexico,0,0,0,0,0,1
Marana,Arizona,0,0,0,0,0,1
Hutchinson,Kansas,0,0,0,0,0,1
Bartlett,Illinois,0,0,0,0,0,1
Kearny,New Jersey,0,0,0,0,0,1
Midland,Michigan,0,0,0,0,0,1
Pine Bluff,Arkansas,0,0,0,0,0,1
Bullhead City,Arizona,0,0,0,0,0,1
Annapolis,Maryland,0,0,0,0,0,1
Chelsea,Massachusetts,0,0,0,0,0,1
Hagerstown,Maryland,0,0,0,0,0,1
Culver City,California,0,0,0,0,0,1
Apex,North Carolina,0,0,0,0,0,1
Ormond Beach,Florida,0,0,0,0,0,1
Hallandale Beach,Florida,0,0,0,0,0,1
Morgan Hill,California,0,0,0,0,0,1
Urbana,Illinois,0,0,0,0,0,1
Pacifica,California,0,0,0,0,0,1
Puyallup,Washington,0,0,0,0,0,1
Oro Valley,Arizona,0,0,0,0,0,1
Greenacres,Florida,0,0,0,0,0,1
Cape Girardeau,Missouri,0,0,0,0,0,1
Germantown,Tennessee,0,0,0,0,0,1
Kettering,Ohio,0,0,0,0,0,1
Wausau,Wisconsin,0,0,0,0,0,1
Sherman,Texas,0,0,0,0,0,1
La Quinta,California,0,0,0,0,0,1
Bentonville,Arkansas,0,0,0,0,0,1
Westfield,Massachusetts,0,0,0,0,0,1
Carol Stream,Illinois,0,0,0,0,0,1
Beverly,Massachusetts,0,0,0,0,0,1
State College,Pennsylvania,0,0,0,0,0,1
Goose Creek,South Carolina,0,0,0,0,0,1
Covington,Kentucky,0,0,0,0,0,1
Sumter,South Carolina,0,0,0,0,0,1
Leominster,Massachusetts,0,0,0,0,0,1
Mankato,Minnesota,0,0,0,0,0,1
Huntsville,Texas,0,0,0,0,0,1
Edmonds,Washington,0,0,0,0,0,1
Fitchburg,Massachusetts,0,0,0,0,0,1
Crystal Lake,Illinois,0,0,0,0,0,1
San Gabriel,California,0,0,0,0,0,1
Cedar Falls,Iowa,0,0,0,0,0,1
Quincy,Illinois,0,0,0,0,0,1
Riverton,Utah,0,0,0,0,0,1
La Puente,California,0,0,0,0,0,1
Coppell,Texas,0,0,0,0,0,1
Streamwood,Illinois,0,0,0,0,0,1
Florence,Alabama,0,0,0,0,0,1
Maplewood,Minnesota,0,0,0,0,0,1
Findlay,Ohio,0,0,0,0,0,1
Brea,California,0,0,0,0,0,1
Texarkana,Texas,0,0,0,0,0,1
Wilkes-Barre,Pennsylvania,0,0,0,0,0,1
The Colony,Texas,0,0,0,0,0,1
Shelton,Connecticut,0,0,0,0,0,1
Normal,Illinois,0,0,0,0,0,1
Campbell,California,0,0,0,0,0,1
Hilton Head Island,South Carolina,0,0,0,0,0,1
Meridian,Mississippi,0,0,0,0,0,1
Prescott Valley,Arizona,0,0,0,0,0,1
Ocoee,Florida,0,0,0,0,0,1
Brentwood,Tennessee,0,0,0,0,0,1
Holyoke,Massachusetts,0,0,0,0,0,1
Norwich,Connecticut,0,0,0,0,0,1
Woonsocket,Rhode Island,0,0,0,0,0,1
Prescott,Arizona,0,0,0,0,0,1
Burlington,Vermont,0,0,0,0,0,1
Winter Garden,Florida,0,0,0,0,0,1
Hurst,Texas,0,0,0,0,0,1
North Lauderdale,Florida,0,0,0,0,0,1
Haltom City,Texas,0,0,0,0,0,1
Danville,California,0,0,0,0,0,1
Manassas,Virginia,0,0,0,0,0,1
Romeoville,Illinois,0,0,0,0,0,1
Strongsville,Ohio,0,0,0,0,0,1
Kannapolis,North Carolina,0,0,0,0,0,1
Oakland Park,Florida,0,0,0,0,0,1
Aventura,Florida,0,0,0,0,0,1
El Centro,California,0,0,0,0,0,1
Pittsfield,Massachusetts,0,0,0,0,0,1
Spartanburg,South Carolina,0,0,0,0,0,1
Spanish Fork,Utah,0,0,0,0,0,1
North Miami Beach,Florida,0,0,0,0,0,1
Fort Pierce,Florida,0,0,0,0,0,1
Phenix City,Alabama,0,0,0,0,0,1
Freeport,New York,0,0,0,0,0,1
Keller,Texas,0,0,0,0,0,1
Attleboro,Massachusetts,0,0,0,0,0,1
Blacksburg,Virginia,0,0,0,0,0,1
Titusville,Florida,0,0,0,0,0,1
Smyrna,Tennessee,0,0,0,0,0,1
Sayreville,New Jersey,0,0,0,0,0,1
Muskegon,Michigan,0,0,0,0,0,1
Sierra Vista,Arizona,0,0,0,0,0,1
Lombard,Illinois,0,0,0,0,0,1
Monrovia,California,0,0,0,0,0,1
Cleveland Heights,Ohio,0,0,0,0,0,1
Barnstable Town,Massachusetts,0,0,0,0,0,1
Lompoc,California,0,0,0,0,0,1
Delaware,Ohio,0,0,0,0,0,1
Farmington,New Mexico,0,0,0,0,0,1
Cutler Bay,Florida,0,0,0,0,0,1
Everett,Massachusetts,0,0,0,0,0,1
Dublin,Ohio,0,0,0,0,0,1
Coachella,California,0,0,0,0,0,1
DeKalb,Illinois,0,0,0,0,0,1
Peachtree Corners,Georgia,0,0,0,33.9698929,-84.2214551,1
Weslaco,Texas,0,0,0,0,0,1
Altamonte Springs,Florida,0,0,0,0,0,1
Panama City,Florida,0,0,0,0,0,1
Huber Heights,Ohio,0,0,0,0,0,1
Friendswood,Texas,0,0,0,0,0,1
Lima,Ohio,0,0,0,0,0,1
Newark,California,0,0,0,0,0,1
Carpentersville,Illinois,0,0,0,0,0,1
Lancaster,Texas,0,0,0,0,0,1
Danville,Virginia,0,0,0,0,0,1
Roy,Utah,0,0,0,0,0,1
Concord,New Hampshire,0,0,0,0,0,1
Montclair,California,0,0,0,0,0,1
Hanover Park,Illinois,0,0,0,0,0,1
Bremerton,Washington,0,0,0,0,0,1
Northglenn,Colorado,0,0,0,0,0,1
Muskogee,Oklahoma,0,0,0,0,0,1
Rock Island,Illinois,0,0,0,0,0,1
Beaumont,California,0,0,0,0,0,1
Urbandale,Iowa,0,0,0,0,0,1
Rohnert Park,California,0,0,0,0,0,1
Belleville,Illinois,0,0,0,0,0,1
Moline,Illinois,0,0,0,0,0,1
Rancho Palos Verdes,California,0,0,0,0,0,1
San Bruno,California,0,0,0,0,0,1
Cleveland,Tennessee,0,0,0,0,0,1
Valley Stream,New York,0,0,0,0,0,1
York,Pennsylvania,0,0,0,0,0,1
Stanton,California,0,0,0,0,0,1
Park Ridge,Illinois,0,0,0,0,0,1
Bell Gardens,California,0,0,0,0,0,1
Salem,Massachusetts,0,0,0,0,0,1
Florence,South Carolina,0,0,0,0,0,1
Apache Junction,Arizona,0,0,0,0,0,1
St. Cloud,Florida,0,0,0,0,0,1
Brookfield,Wisconsin,0,0,0,0,0,1
Lake Oswego,Oregon,0,0,0,0,0,1
Wheeling,Illinois,0,0,0,0,0,1
Oviedo,Florida,0,0,0,0,0,1
Fairfield,Ohio,0,0,0,0,0,1
Jefferson City,Missouri,0,0,0,0,0,1
Weymouth Town,Massachusetts,0,0,0,0,0,1
Union City,New Jersey,0,0,0,0,0,1
Castle Rock,Colorado,0,0,0,0,0,1
Allen,Texas,0,0,0,33.1031744,-96.6705503,1
Sandy Springs,Georgia,0,0,0,33.9304352,-84.3733147,1
Tyler,Texas,0,0,0,32.3512601,-95.3010624,1
San Angelo,Texas,0,0,0,31.4637723,-100.4370375,1
Carson City,Nevada,0,0,0,0,0,1
Camarillo,California,0,0,0,0,0,1
Lawton,Oklahoma,0,0,0,34.6035669,-98.3959291,1
Springfield,Illinois,0,0,0,39.7817213,-89.6501481,1
Beaumont,Texas,0,0,0,30.080174,-94.1265562,1
Roswell,Georgia,0,0,0,34.0232431,-84.3615555,1
Surprise,Arizona,0,0,0,33.6292337,-112.3679279,1
Yuma,Arizona,0,0,0,32.6926512,-114.6276916,1
Miami Beach,Florida,0,0,0,25.790654,-80.1300455,1
Plantation,Florida,0,0,0,26.1275862,-80.2331036,1
Boca Raton,Florida,0,0,0,26.3683064,-80.1289321,1
Sunrise,Florida,0,0,0,26.1669711,-80.256595,1
Santa Barbara,California,0,0,0,34.4208305,-119.6981901,1
Edmond,Oklahoma,0,0,0,35.6528323,-97.4780954,1
Fort Smith,Arkansas,0,0,0,35.3859242,-94.3985475,1
Lakeland,Florida,0,0,0,28.0394654,-81.9498042,1
Lewisville,Texas,0,0,0,33.046233,-96.994174,1
Santa Maria,California,0,0,0,34.9530337,-120.4357191,1
Pearland,Texas,0,0,0,29.5635666,-95.2860474,1
Abilene,Texas,0,0,0,32.4487364,-99.7331439,1
Murfreesboro,Tennessee,0,0,0,35.8456213,-86.39027,1
Meriden,Connecticut,0,0,0,0,0,1
Round Rock,Texas,0,0,0,30.5082551,-97.678896,1
Plano,Texas,0,0,0,33.0198431,-96.6988856,1
Loveland,Colorado,0,0,0,0,0,1
Odessa,Texas,0,0,0,31.8456816,-102.3676431,1
Miami Gardens,Florida,0,0,0,25.9420377,-80.2456045,1
Clearwater,Florida,0,0,0,27.9658533,-82.8001026,1
Richardson,Texas,0,0,0,32.9483335,-96.7298519,1
North Charleston,South Carolina,0,0,0,32.8546197,-79.9748103,1
Pompano Beach,Florida,0,0,0,26.2378597,-80.1247667,1
Palm Bay,Florida,0,0,0,28.0344621,-80.5886646,1
Wichita Falls,Texas,0,0,0,33.9137085,-98.4933873,1
Broken Arrow,Oklahoma,0,0,0,36.060949,-95.7974526,1
West Palm Beach,Florida,0,0,0,26.7153424,-80.0533746,1
College Station,Texas,0,0,0,30.627977,-96.3344068,1
Deltona,Florida,0,0,0,28.9005446,-81.2636738,1
Suffolk,Virginia,0,0,0,36.7282054,-76.5835621,1
Sugar Land,Texas,0,0,0,29.6196787,-95.6349463,1
Decatur,Illinois,0,0,0,39.8403147,-88.9548001,1
Boynton Beach,Florida,0,0,0,26.5317866,-80.0905465,1
New Britain,Connecticut,0,0,0,0,0,1
Norman,Oklahoma,0,0,0,35.2225668,-97.4394777,1
Canton,Ohio,0,0,0,0,0,1
Layton,Utah,0,0,0,0,0,1
Jonesboro,Arkansas,0,0,0,0,0,1
Longview,Texas,0,0,0,32.5007037,-94.7404891,1
Turlock,California,0,0,0,0,0,1
Wilmington,Delaware,0,0,0,0,0,1
Gulfport,Mississippi,0,0,0,0,0,1
Missouri City,Texas,0,0,0,0,0,1
Apple Valley,California,0,0,0,0,0,1
Passaic,New Jersey,0,0,0,0,0,1
Pawtucket,Rhode Island,0,0,0,0,0,1
Waukesha,Wisconsin,0,0,0,0,0,1
Fort Myers,Florida,0,0,0,0,0,1
Mission,Texas,0,0,0,26.2159066,-98.3252932,1
Temple,Texas,0,0,0,0,0,1
Warner Robins,Georgia,0,0,0,32.6130007,-83.624201,1
Lake Charles,Louisiana,0,0,0,30.2265949,-93.2173758,1
Champaign,Illinois,0,0,0,40.1164204,-88.2433829,1
Pharr,Texas,0,0,0,26.1947962,-98.1836216,1
Hoover,Alabama,0,0,0,33.4053867,-86.8113781,1
Bryan,Texas,0,0,0,30.6743643,-96.3699632,1
Fayetteville,Arkansas,0,0,0,36.0625795,-94.1574263,1
Honolulu,Hawaii,0,0,0,21.3069444,-157.8583333,1
Mount Pleasant,South Carolina,0,0,0,32.8323225,-79.8284258,1
Lynwood,California,0,0,0,0,0,1
Palm Coast,Florida,0,0,0,29.5844524,-81.2078699,1
Avondale,Arizona,0,0,0,33.4355977,-112.3496021,1
Largo,Florida,0,0,0,27.9094665,-82.7873244,1
Deerfield Beach,Florida,0,0,0,26.3184123,-80.0997657,1
Bloomington,Illinois,0,0,0,40.4842027,-88.9936873,1
Melbourne,Florida,0,0,0,28.0836269,-80.6081089,1
Springdale,Arkansas,0,0,0,36.1867442,-94.1288141,1
Tampa,Florida,0,0,0,27.950575,-82.4571776,1
Baytown,Texas,0,0,0,29.7355047,-94.9774274,1
Albany,Georgia,0,0,0,31.5785074,-84.155741,1
Goodyear,Arizona,0,0,0,33.4353394,-112.3576567,1
Lafayette,Louisiana,0,0,0,30.2240897,-92.0198427,1
Coral Springs,Florida,0,0,0,26.271192,-80.2706044,1
Chicopee,Massachusetts,0,0,0,0,0,1
Laredo,Texas,0,0,0,27.5305671,-99.4803241,1
League City,Texas,0,0,0,29.5074538,-95.0949303,1
Chula Vista,California,0,0,0,32.6400541,-117.0841955,1
Auburn,Alabama,0,0,0,0,0,1
San Antonio,Texas,0,0,0,29.4241219,-98.4936282,1
Phoenix,Arizona,0,0,0,33.4483771,-112.0740373,1
Chandler,Arizona,0,0,0,33.3061605,-111.8412502,1
St. Petersburg,Florida,0,0,0,27.7518284,-82.6267345,1
Norfolk,Virginia,0,0,0,36.8507689,-76.2858726,1
Midland,Texas,0,0,0,31.9973456,-102.0779146,1
Lubbock,Texas,0,0,0,33.5778631,-101.8551665,1
Gilbert,Arizona,0,0,0,33.3528264,-111.789027,1
Glendale,Arizona,0,0,0,33.5386523,-112.1859866,1
Hialeah,Florida,0,0,0,25.8575963,-80.2781057,1
Garland,Texas,0,0,0,32.912624,-96.6388833,1
Chesapeake,Virginia,0,0,0,36.7682088,-76.2874927,1
Irving,Texas,0,0,0,32.8140177,-96.9488945,1
Scottsdale,Arizona,0,0,0,33.4941704,-111.9260519,1
Bakersfield,California,0,0,0,35.3732921,-119.0187125,1
Arlington,Texas,0,0,0,32.735687,-97.1080656,1
New Orleans,Louisiana,0,0,0,29.9510658,-90.0715323,1
Wichita,Kansas,0,0,0,37.6871761,-97.330053,1
Orlando,Florida,0,0,0,28.5383355,-81.3792365,1
Dallas,Texas,0,0,0,32.7766642,-96.7969879,1
Sioux Falls,South Dakota,0,0,0,43.5445959,-96.7311034,1
McKinney,Texas,0,0,0,33.1972465,-96.6397822,1
San Diego,California,0,0,0,32.715738,-117.1610838,1
Austin,Texas,0,0,0,30.267153,-97.7430608,1
Jacksonville,Florida,0,0,0,30.3321838,-81.655651,1
Fort Worth,Texas,0,0,0,32.7554883,-97.3307658,1
Memphis,Tennessee,0,0,0,35.1495343,-90.0489801,1
Nashville-Davidson,Tennessee,0,0,0,36.1626638,-86.7816016,1
Oklahoma City,Oklahoma,0,0,0,35.4675602,-97.5164276,1
Tucson,Arizona,0,0,0,32.2217429,-110.926479,1
Mesa,Arizona,0,0,0,33.4151843,-111.8314724,1
Atlanta,Georgia,0,0,0,33.7489954,-84.3879824,1
Virginia Beach,Virginia,0,0,0,36.8529263,-75.977985,1
Miami,Florida,0,0,0,25.7616798,-80.1917902,1
Tulsa,Oklahoma,0,0,0,36.1539816,-95.992775,1
Baton Rouge,Louisiana,0,0,0,30.4582829,-91.1403196,1
Birmingham,Alabama,0,0,0,33.5206608,-86.80249,1
Columbus,Georgia,0,0,0,32.4609764,-84.9877094,1
Springfield,Missouri,0,0,0,37.2089572,-93.2922989,1
Houston,Texas,0,0,0,29.7604267,-95.3698028,1
Pasadena,Texas,0,0,0,29.6910625,-95.2091006,1
Macon-Bibb County,Georgia,0,0,0,32.8406946,-83.6324022,1
Hollywood,Florida,0,0,0,26.0112014,-80.1494901,1
Little Rock,Arkansas,0,0,0,34.7464809,-92.2895948,1
Waco,Texas,0,0,0,31.549333,-97.1466695,1
Frisco,Texas,0,0,0,33.1506744,-96.8236116,1
Mesquite,Texas,0,0,0,32.7667955,-96.5991593,1
Savannah,Georgia,0,0,0,32.0835407,-81.0998342,1
McAllen,Texas,0,0,0,26.2034071,-98.2300124,1
Killeen,Texas,0,0,0,31.1171194,-97.7277959,1
Hampton,Virginia,0,0,0,37.0298687,-76.3452218,1
Miramar,Florida,0,0,0,25.9860762,-80.3035602,1
Charleston,South Carolina,0,0,0,32.7764749,-79.9310512,1
Shreveport,Louisiana,0,0,0,32.5251516,-93.7501789,1
Gainesville,Florida,0,0,0,29.6516344,-82.3248262,1
Carrollton,Texas,0,0,0,32.9756415,-96.8899636,1
Denton,Texas,0,0,0,33.2148412,-97.1330683,1
Pembroke Pines,Florida,0,0,0,26.007765,-80.2962555,1
Peoria,Arizona,0,0,0,33.5805955,-112.2373779,1
Montgomery,Alabama,0,0,0,32.3668052,-86.2999689,1
Amarillo,Texas,0,0,0,35.2219971,-101.8312969,1
Augusta-Richmond County,Georgia,0,0,0,33.4734978,-82.0105148,1
Springfield,Ohio,0,0,0,0,0,1
Fort Lauderdale,Florida,0,0,0,26.1224386,-80.1373174,1
Clarksville,Tennessee,0,0,0,36.5297706,-87.3594528,1
Mobile,Alabama,0,0,0,30.6953657,-88.0398912,1
Huntsville,Alabama,0,0,0,34.7303688,-86.5861037,1
Tallahassee,Florida,0,0,0,30.4382559,-84.2807329,1
Grand Prairie,Texas,0,0,0,32.7459645,-96.9977846,1
Brownsville,Texas,0,0,0,25.9017472,-97.4974838,1
Newport News,Virginia,0,0,0,37.0870821,-76.4730122,1
Santa Rosa,California,0,0,0,38.440429,-122.7140548,1
Redlands,California,0,0,0,0,0,1
Port St. Lucie,Florida,0,0,0,27.2730492,-80.3582261,1
Chattanooga,Tennessee,0,0,0,35.0456297,-85.3096801,1
Tempe,Arizona,0,0,0,33.4255104,-111.9400054,1
Jackson,Mississippi,0,0,0,32.2987573,-90.1848103,1
Cape Coral,Florida,0,0,0,26.5628537,-81.9495331,1
Lafayette,Indiana,0,0,0,0,0,1
Lauderhill,Florida,0,0,0,0,0,1
Corpus Christi,Texas,0,0,0,27.8005828,-97.396381,1
Springfield,Oregon,0,0,0,0,0,1
Rockwall,Texas,0,0,0,0,0,1
North Port,Florida,0,0,0,0,0,1
Casper,Wyoming,0,0,0,0,0,1
St. Clair Shores,Michigan,0,0,0,0,0,1
Lake Elsinore,California,0,0,0,0,0,1
Marietta,Georgia,0,0,0,0,0,1
Petaluma,California,0,0,0,0,0,1
Franklin,Tennessee,0,0,0,0,0,1
Lakeville,Minnesota,0,0,0,0,0,1
Lakewood,Washington,0,0,0,0,0,1
Buckeye,Arizona,0,0,0,0,0,1
Chapel Hill,North Carolina,0,0,0,0,0,1
Huntington Park,California,0,0,0,0,0,1
Lancaster,Pennsylvania,0,0,0,0,0,1
Redmond,Washington,0,0,0,0,0,1
Moore,Oklahoma,0,0,0,0,0,1
National City,California,0,0,0,0,0,1
Rocklin,California,0,0,0,0,0,1
Georgetown,Texas,0,0,0,0,0,1
Grand Junction,Colorado,0,0,0,0,0,1
Coon Rapids,Minnesota,0,0,0,0,0,1
Tulare,California,0,0,0,0,0,1
Gardena,California,0,0,0,0,0,1
Wellington,Florida,0,0,0,0,0,1
Rogers,Arkansas,0,0,0,0,0,1
Monterey Park,California,0,0,0,0,0,1
North Miami,Florida,0,0,0,0,0,1
Utica,New York,0,0,0,0,0,1
Blaine,Minnesota,0,0,0,0,0,1
Vineland,New Jersey,0,0,0,0,0,1
Terre Haute,Indiana,0,0,0,0,0,1
Malden,Massachusetts,0,0,0,0,0,1
Jupiter,Florida,0,0,0,0,0,1
Cupertino,California,0,0,0,0,0,1
West Allis,Wisconsin,0,0,0,0,0,1
Bristol,Connecticut,0,0,0,0,0,1
Taylorsville,Utah,0,0,0,0,0,1
La Mesa,California,0,0,0,0,0,1
Great Falls,Montana,0,0,0,0,0,1
Burnsville,Minnesota,0,0,0,0,0,1
Kokomo,Indiana,0,0,0,0,0,1
Santee,California,0,0,0,0,0,1
Midwest City,Oklahoma,0,0,0,0,0,1
San Marcos,Texas,0,0,0,0,0,1
Oak Lawn,Illinois,0,0,0,0,0,1
Brentwood,California,0,0,0,0,0,1
Eastvale,California,0,0,0,0,0,1
Fountain Valley,California,0,0,0,0,0,1
Diamond Bar,California,0,0,0,0,0,1
Berwyn,Illinois,0,0,0,0,0,1
Valdosta,Georgia,0,0,0,0,0,1
Dearborn Heights,Michigan,0,0,0,0,0,1
Tinley Park,Illinois,0,0,0,0,0,1
Rocky Mount,North Carolina,0,0,0,0,0,1
Lehi,Utah,0,0,0,0,0,1
Manhattan,Kansas,0,0,0,0,0,1
St. Peters,Missouri,0,0,0,0,0,1
Margate,Florida,0,0,0,0,0,1
Grand Forks,North Dakota,0,0,0,0,0,1
New Brunswick,New Jersey,0,0,0,0,0,1
Portsmouth,Virginia,0,0,0,36.8354258,-76.2982742,1
Taunton,Massachusetts,0,0,0,0,0,1
Royal Oak,Michigan,0,0,0,0,0,1
Woodland,California,0,0,0,0,0,1
Owensboro,Kentucky,0,0,0,0,0,1
Port Orange,Florida,0,0,0,29.1383165,-80.9956105,1
Idaho Falls,Idaho,0,0,0,0,0,1
Orland Park,Illinois,0,0,0,0,0,1
Coconut Creek,Florida,0,0,0,0,0,1
Dubuque,Iowa,0,0,0,0,0,1
Novi,Michigan,0,0,0,0,0,1
Rowlett,Texas,0,0,0,0,0,1
Bartlett,Tennessee,0,0,0,0,0,1
Des Plaines,Illinois,0,0,0,0,0,1
White Plains,New York,0,0,0,0,0,1
Bowie,Maryland,0,0,0,0,0,1
Ocala,Florida,0,0,0,0,0,1
Noblesville,Indiana,0,0,0,0,0,1
Sanford,Florida,0,0,0,0,0,1
Medford,Massachusetts,0,0,0,0,0,1
La Habra,California,0,0,0,0,0,1
Taylor,Michigan,0,0,0,0,0,1
Tuscaloosa,Alabama,0,0,0,33.2098407,-87.5691735,1
Redondo Beach,California,0,0,0,0,0,1
St. Charles,Missouri,0,0,0,0,0,1
Walnut Creek,California,0,0,0,0,0,1
Bossier City,Louisiana,0,0,0,0,0,1
Jackson,Tennessee,0,0,0,0,0,1
Kenner,Louisiana,0,0,0,0,0,1
South San Francisco,California,0,0,0,0,0,1
Palo Alto,California,0,0,0,0,0,1
Maple Grove,Minnesota,0,0,0,0,0,1
